 Destination Port	 Flow Duration	 Total Fwd Packets	 Total Backward Packets	Total Length of Fwd Packets	 Total Length of Bwd Packets	 Fwd Packet Length Max	 Fwd Packet Length Min	 Fwd Packet Length Mean	 Fwd Packet Length Std	Bwd Packet Length Max	 Bwd Packet Length Min	 Bwd Packet Length Mean	 Bwd Packet Length Std	Flow Bytes/s	 Flow Packets/s	 Flow IAT Mean	 Flow IAT Std	 Flow IAT Max	 Flow IAT Min	Fwd IAT Total	 Fwd IAT Mean	 Fwd IAT Std	 Fwd IAT Max	 Fwd IAT Min	Bwd IAT Total	 Bwd IAT Mean	 Bwd IAT Std	 Bwd IAT Max	 Bwd IAT Min	Fwd PSH Flags	 Bwd PSH Flags	 Fwd URG Flags	 Bwd URG Flags	 Fwd Header Length	 Bwd Header Length	Fwd Packets/s	 Bwd Packets/s	 Min Packet Length	 Max Packet Length	 Packet Length Mean	 Packet Length Std	 Packet Length Variance	FIN Flag Count	 SYN Flag Count	 RST Flag Count	 PSH Flag Count	 ACK Flag Count	 URG Flag Count	 CWE Flag Count	 ECE Flag Count	 Down/Up Ratio	 Average Packet Size	 Avg Fwd Segment Size	 Avg Bwd Segment Size	 Fwd Header Length	Fwd Avg Bytes/Bulk	 Fwd Avg Packets/Bulk	 Fwd Avg Bulk Rate	 Bwd Avg Bytes/Bulk	 Bwd Avg Packets/Bulk	Bwd Avg Bulk Rate	Subflow Fwd Packets	 Subflow Fwd Bytes	 Subflow Bwd Packets	 Subflow Bwd Bytes	Init_Win_bytes_forward	 Init_Win_bytes_backward	 act_data_pkt_fwd	 min_seg_size_forward	Active Mean	 Active Std	 Active Max	 Active Min	Idle Mean	 Idle Std	 Idle Max	 Idle Min	 Label
53	176	2	2	72	104	36	36	36	0	52	52	52	0	1000000	22727.27273	58.66666667	61.07645482	124	3	3	3	0	3	3	49	49	0	49	49	0	0	0	0	64	64	11363.63636	11363.63636	36	52	42.4	8.76356092	76.8	0	0	0	0	0	0	0	0	1	53	36	52	64	0	0	0	0	0	0	2	72	2	104	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
80	6028538	4	2	0	0	0	0	0	0	0	0	0	0	0	0.995266182	1205707.6	2015825.813	4734488	84	6028538	2009512.667	2388374.394	4734488	279310	1014743	1014743	0	1014743	1014743	0	0	0	0	136	80	0.663510788	0.331755394	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	4	0	2	0	29200	11584	0	32	0	0	0	0	0	0	0	0	BENIGN
443	152	2	0	12	0	6	6	6	0	0	0	0	0	78947.36842	13157.89474	152	0	152	152	152	152	0	152	152	0	0	0	0	0	0	0	0	0	40	0	13157.89474	0	6	6	6	0	0	0	0	0	0	1	0	0	0	0	9	6	0	40	0	0	0	0	0	0	2	12	0	0	64209	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
54698	20	1	1	6	6	6	6	6	0	6	6	6	0	600000	100000	20	0	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	50000	50000	6	6	6	0	0	0	0	0	0	1	1	0	0	1	9	6	6	20	0	0	0	0	0	0	1	6	1	6	123	16360	0	20	0	0	0	0	0	0	0	0	BENIGN
443	3	2	0	12	0	6	6	6	0	0	0	0	0	4000000	666666.6667	3	0	3	3	3	3	0	3	3	0	0	0	0	0	0	0	0	0	40	0	666666.6667	0	6	6	6	0	0	1	0	0	0	0	0	0	0	0	9	6	0	40	0	0	0	0	0	0	2	12	0	0	0	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
80	84604447	9	6	323	11595	323	0	35.88888889	107.6666667	7240	0	1932.5	2845.835677	140.8672998	0.177295645	6043174.786	22600000	84400000	0	84500000	10600000	29900000	84400000	0	156724	31344.8	56477.33546	130386	59	0	0	0	0	296	200	0.106377387	0.070918258	0	7240	744.875	1899.616624	3608543.317	0	0	0	0	1	0	0	0	0	794.5333333	35.88888889	1932.5	296	0	0	0	0	0	0	9	323	6	11595	251	235	1	32	1989	0	1989	1989	84400000	0	84400000	84400000	DoS Hulk
80	3	2	0	0	0	0	0	0	0	0	0	0	0	0	666666.6667	3	0	3	3	3	3	0	3	3	0	0	0	0	0	0	0	0	0	64	0	666666.6667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	274	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
53	163160	2	2	66	358	33	33	33	0	179	179	179	0	2598.676146	24.5158127	54386.66667	94197.00582	163156	1	1	1	0	1	1	3	3	0	3	3	0	0	0	0	64	64	12.25790635	12.25790635	33	179	91.4	79.9674934	6394.8	0	0	0	0	0	0	0	0	1	114.25	33	179	64	0	0	0	0	0	0	2	66	2	358	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
80	100418725	5	7	360	11595	348	0	72	154.3178538	5792	0	1656.428571	2277.23252	119.0515016	0.119499625	9128975	30200000	100000000	2	100000000	25100000	50100000	100000000	2	100000000	16700000	40900000	100000000	68	0	0	0	0	144	232	0.04979151	0.069708115	0	5792	920.0769231	1812.85201	3286432.41	1	0	0	0	0	0	0	0	1	996.75	72	1656.428571	144	0	0	0	0	0	0	5	360	7	11595	0	235	2	20	12009	0	12009	12009	100000000	0	100000000	100000000	DoS Hulk
80	1007	2	0	0	0	0	0	0	0	0	0	0	0	0	1986.097319	1007	0	1007	1007	1007	1007	0	1007	1007	0	0	0	0	0	0	0	0	0	64	0	1986.097319	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	274	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
80	4	3	0	0	0	0	0	0	0	0	0	0	0	0	750000	2	1.414213562	3	1	4	2	1.414213562	3	1	0	0	0	0	0	0	0	0	0	96	0	750000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	96	0	0	0	0	0	0	3	0	0	0	251	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
80	99704680	7	6	368	11595	362	0	52.57142857	136.4634959	5792	0	1932.5	2181.008184	119.9843377	0.130385053	8308723.333	28700000	99600000	1	99600000	16600000	40600000	99600000	1	147455	29491	59306.85515	135182	45	0	0	0	0	220	200	0.070207336	0.060177717	0	5792	854.5	1666.410641	2776924.423	0	0	0	0	1	0	0	0	0	920.2307692	52.57142857	1932.5	220	0	0	0	0	0	0	7	368	6	11595	251	235	2	20	2007	0	2007	2007	99600000	0	99600000	99600000	DoS Hulk
80	3	2	0	0	0	0	0	0	0	0	0	0	0	0	666666.6667	3	0	3	3	3	3	0	3	3	0	0	0	0	0	0	0	0	0	64	0	666666.6667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	251	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
53	211	2	2	102	158	51	51	51	0	79	79	79	0	1232227.488	18957.34597	70.33333333	37.81974793	114	48	49	49	0	49	49	48	48	0	48	48	0	0	0	0	64	64	9478.672986	9478.672986	51	79	62.2	15.33623161	235.2	0	0	0	0	0	0	0	0	1	77.75	51	79	64	0	0	0	0	0	0	2	102	2	158	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
53	71713	1	1	45	142	45	45	45	0	142	142	142	0	2607.616471	27.88894622	71713	0	71713	71713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	32	13.94447311	13.94447311	45	142	77.33333333	56.00297611	3136.333333	0	0	0	0	0	0	0	0	1	116	45	142	20	0	0	0	0	0	0	1	45	1	142	-1	-1	0	20	0	0	0	0	0	0	0	0	BENIGN
80	85032391	8	7	292	11595	292	0	36.5	103.2375901	4344	0	1656.428571	1757.579003	139.7937875	0.176403366	6073742.214	22700000	84900000	0	84900000	12100000	32100000	84900000	0	149782	24963.66667	54348.62102	135320	15	0	0	0	0	264	232	0.094081795	0.082321571	0	4344	742.9375	1390.317924	1932983.929	0	0	0	0	1	0	0	0	0	792.4666667	36.5	1656.428571	264	0	0	0	0	0	0	8	292	7	11595	251	235	1	32	972	0	972	972	84900000	0	84900000	84900000	DoS Hulk
51073	3	2	0	12	0	6	6	6	0	0	0	0	0	4000000	666666.6667	3	0	3	3	3	3	0	3	3	0	0	0	0	0	0	0	0	0	40	0	666666.6667	0	6	6	6	0	0	0	0	0	0	1	0	0	0	0	9	6	0	40	0	0	0	0	0	0	2	12	0	0	40927	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
19154	3	2	0	12	0	6	6	6	0	0	0	0	0	4000000	666666.6667	3	0	3	3	3	3	0	3	3	0	0	0	0	0	0	0	0	0	40	0	666666.6667	0	6	6	6	0	0	0	0	0	0	1	0	0	0	0	9	6	0	40	0	0	0	0	0	0	2	12	0	0	360	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
35419	53	1	1	0	0	0	0	0	0	0	0	0	0	0	37735.84906	53	0	53	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	18867.92453	18867.92453	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	32	0	0	0	0	0	0	1	0	1	0	439	270	0	32	0	0	0	0	0	0	0	0	BENIGN
80	203	2	0	0	0	0	0	0	0	0	0	0	0	0	9852.216749	203	0	203	203	203	203	0	203	203	0	0	0	0	0	0	0	0	0	64	0	9852.216749	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	251	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
53	158325	1	1	45	117	45	45	45	0	117	117	117	0	1023.211748	12.6322438	158325	0	158325	158325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	20	6.316121901	6.316121901	45	117	69	41.56921938	1728	0	0	0	0	0	0	0	0	1	103.5	45	117	32	0	0	0	0	0	0	1	45	1	117	-1	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
443	4581687	5	1	123	46	46	0	24.6	23.27659769	46	46	46	0	36.88597672	1.309561304	916337.4	2028245.043	4544461	48	4581687	1145421.75	2266092.516	4544461	48	0	0	0	0	0	1	0	0	0	160	32	1.091301086	0.218260217	0	46	30.71428571	21.68497395	470.2380952	0	1	0	0	1	0	0	0	0	35.83333333	24.6	46	160	0	0	0	0	0	0	5	123	1	46	465	1039	2	32	0	0	0	0	0	0	0	0	BENIGN
22	166	1	1	6	6	6	6	6	0	6	6	6	0	72289.15663	12048.19277	166	0	166	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	6024.096386	6024.096386	6	6	6	0	0	0	0	0	0	1	1	0	0	1	9	6	6	20	0	0	0	0	0	0	1	6	1	6	256	245	0	20	0	0	0	0	0	0	0	0	BENIGN
53	61644	2	2	68	380	34	34	34	0	190	190	190	0	7267.536175	64.88871585	20548	35545.15411	61592	3	49	49	0	49	49	3	3	0	3	3	0	0	0	0	64	64	32.44435793	32.44435793	34	190	96.4	85.44471897	7300.8	0	0	0	0	0	0	0	0	1	120.5	34	190	64	0	0	0	0	0	0	2	68	2	380	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
80	100400833	32	31	5626	4146	500	6	175.8125	238.384	366	6	133.7419355	175.0944446	97.32986976	0.627484834	1619368.274	3461055.232	10000000	399	100000000	3238736.548	4378744.469	10100000	13357	96600000	3218757.4	4479469.77	10100000	399	0	0	0	0	640	620	0.318722455	0.308762378	6	500	152.78125	208.2097896	43351.31647	0	0	0	0	1	0	0	0	0	155.2063492	175.8125	133.7419355	640	0	0	0	0	0	0	32	5626	31	4146	63142	25450	31	20	410149	562309.4886	1588937	58822	9222744.9	1704224.214	10000000	5016577	BENIGN
443	3	2	0	31	0	31	0	15.5	21.92031022	0	0	0	0	10300000	666666.6667	3	0	3	3	3	3	0	3	3	0	0	0	0	0	1	0	0	0	64	0	666666.6667	0	0	31	20.66666667	17.89785834	320.3333333	0	1	0	0	1	0	0	0	0	31	15.5	0	64	0	0	0	0	0	0	2	31	0	0	252	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
53	61853	1	1	58	186	58	58	58	0	186	186	186	0	3944.836952	32.33472912	61853	0	61853	61853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	16.16736456	16.16736456	58	186	100.6666667	73.90083446	5461.333333	0	0	0	0	0	0	0	0	1	151	58	186	32	0	0	0	0	0	0	1	58	1	186	-1	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
80	245	2	0	0	0	0	0	0	0	0	0	0	0	0	8163.265306	245	0	245	245	245	245	0	245	245	0	0	0	0	0	0	0	0	0	64	0	8163.265306	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	251	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
56388	100542603	7	6	11595	366	5792	0	1656.428571	2120.732252	348	0	61	140.6314332	118.9644951	0.129298423	8378550.25	29000000	100000000	1	101000000	16800000	41000000	100000000	45	100000000	20100000	44900000	100000000	1	0	0	0	0	232	164	0.069622228	0.059676195	0	5792	854.3571429	1666.261758	2776428.247	0	0	0	0	1	0	0	0	0	920.0769231	1656.428571	61	232	0	0	0	0	0	0	7	11595	6	366	235	229	4	32	10979	0	10979	10979	100000000	0	100000000	100000000	BENIGN
80	99867714	8	6	358	11595	358	0	44.75	126.5721138	4344	0	1932.5	1754.831473	119.6883309	0.140185446	7682131.846	27700000	99700000	1	99700000	14200000	37700000	99700000	1	146496	29299.2	59381.22883	135186	47	0	0	0	0	264	200	0.080105969	0.060079477	0	4344	796.8666667	1424.472878	2029122.981	0	0	0	0	1	0	0	0	0	853.7857143	44.75	1932.5	264	0	0	0	0	0	0	8	358	6	11595	274	235	1	32	995	0	995	995	99700000	0	99700000	99700000	DoS Hulk
53	178	2	2	86	208	43	43	43	0	104	104	104	0	1651685.393	22471.91011	59.33333333	96.70746266	171	3	3	3	0	3	3	4	4	0	4	4	0	0	0	0	40	40	11235.95506	11235.95506	43	104	67.4	33.41107601	1116.3	0	0	0	0	0	0	0	0	1	84.25	43	104	40	0	0	0	0	0	0	2	86	2	208	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
80	351724	4	6	740	11595	370	0	185	213.6195996	4344	0	1932.5	1754.831473	35070.11179	28.4313837	39080.44444	76701.68743	211975	15	225964	75321.33333	118497.4197	211975	997	351582	70316.4	102538.5175	225981	15	0	0	0	0	136	200	11.37255348	17.05883022	0	4344	1121.363636	1557.12185	2424628.455	0	0	0	1	0	0	0	0	1	1233.5	185	1932.5	136	0	0	0	0	0	0	4	740	6	11595	29200	235	2	32	0	0	0	0	0	0	0	0	DoS Hulk
80	14510	2	2	12	0	6	6	6	0	0	0	0	0	827.0158511	275.6719504	4836.666667	7610.885976	13614	68	896	896	0	896	896	14442	14442	0	14442	14442	0	0	0	0	40	64	137.8359752	137.8359752	0	6	3.6	3.286335345	10.8	1	0	0	0	0	0	0	0	1	4.5	6	0	40	0	0	0	0	0	0	2	12	2	0	0	235	1	20	0	0	0	0	0	0	0	0	DoS Hulk
53	244	2	2	80	296	40	40	40	0	148	148	148	0	1540983.607	16393.44262	81.33333333	56.87119951	147	48	48	48	0	48	48	49	49	0	49	49	0	0	0	0	64	64	8196.721311	8196.721311	40	148	83.2	59.15403621	3499.2	0	0	0	0	0	0	0	0	1	104	40	148	64	0	0	0	0	0	0	2	80	2	296	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
80	83097218	5	7	319	11595	307	0	63.8	135.9860287	7240	0	1656.428571	2566.885263	143.3742343	0.144409167	7554292.545	25000000	82900000	4	83000000	20700000	41500000	82900000	4	83100000	13800000	33900000	83000000	73	0	0	0	0	144	232	0.060170486	0.084238681	0	7240	916.9230769	1998.005733	3992026.91	1	0	0	0	0	0	0	0	1	993.3333333	63.8	1656.428571	144	0	0	0	0	0	0	5	319	7	11595	0	235	2	20	13021	0	13021	13021	82900000	0	82900000	82900000	DoS Hulk
80	85152043	9	6	391	11595	391	0	43.44444444	130.3333333	5792	0	1932.5	2181.008184	140.7599815	0.176155492	6082288.786	22700000	85000000	1	85000000	10600000	30100000	85000000	1	148386	29677.2	58196.26014	133144	46	0	0	0	0	296	200	0.105693295	0.070462197	0	5792	749.125	1578.294222	2491012.65	0	0	0	0	1	0	0	0	0	799.0666667	43.44444444	1932.5	296	0	0	0	0	0	0	9	391	6	11595	251	235	1	32	999	0	999	999	85000000	0	85000000	85000000	DoS Hulk
443	6230854	29	36	2362	51638	527	0	81.44827586	180.5019957	2896	0	1434.388889	830.4930473	8666.548759	10.43195684	97357.09375	625498.4183	5002802	3	1228049	43858.89286	81453.00991	395486	194	6136659	175333.1143	844743.6661	5002845	3	0	0	0	0	936	1160	4.654257667	5.777699173	0	2896	818.1818182	920.9690366	848183.9664	0	0	0	1	0	0	0	0	1	830.7692308	81.44827586	1434.388889	936	0	0	0	0	0	0	29	2362	36	51638	29200	269	6	32	1228049	0	1228049	1228049	5002802	0	5002802	5002802	BENIGN
53	93127	1	1	55	342	55	55	55	0	342	342	342	0	4262.995694	21.47604884	93127	0	93127	93127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	10.73802442	10.73802442	55	342	150.6666667	165.6995273	27456.33333	0	0	0	0	0	0	0	0	1	226	55	342	20	0	0	0	0	0	0	1	55	1	342	-1	-1	0	20	0	0	0	0	0	0	0	0	BENIGN
80	97876927	6	7	375	11595	357	0	62.5	144.3048856	4344	0	1656.428571	1760.597234	122.2964428	0.132819863	8156410.583	28200000	97900000	4	97900000	19600000	43800000	97900000	4	97900000	16300000	40000000	97900000	16	0	0	0	0	164	232	0.061301475	0.071518388	0	4344	855.4285714	1459.385683	2129806.571	1	0	0	0	0	0	0	0	1	921.2307692	62.5	1656.428571	164	0	0	0	0	0	0	6	375	7	11595	0	235	3	20	13987	0	13987	13987	97900000	0	97900000	97900000	DoS Hulk
53	91768	2	2	96	612	48	48	48	0	306	306	306	0	7715.107663	43.58817889	30589.33333	52975.3513	91760	4	4	4	0	4	4	4	4	0	4	4	0	0	0	0	64	40	21.79408944	21.79408944	48	306	151.2	141.3124198	19969.2	0	0	0	0	0	0	0	0	1	189	48	306	64	0	0	0	0	0	0	2	96	2	612	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
80	85013779	7	6	367	11595	361	0	52.42857143	136.0855823	4344	0	1932.5	1754.831473	140.7066024	0.152916388	7084481.583	24500000	84900000	1	84900000	14100000	34600000	84900000	1	151449	30289.8	61619.7902	140194	15	0	0	0	0	220	200	0.082339593	0.070576794	0	4344	854.4285714	1460.089234	2131860.571	0	0	0	0	1	0	0	0	0	920.1538462	52.42857143	1932.5	220	0	0	0	0	0	0	7	367	6	11595	251	235	2	20	677	0	677	677	84900000	0	84900000	84900000	DoS Hulk
443	5063010	5	1	123	46	46	0	24.6	23.27659769	46	46	46	0	33.37935339	1.185065801	1012602	2243138.339	5025150	4	5063010	1265752.5	2506323.982	5025150	4	0	0	0	0	0	1	0	0	0	160	32	0.987554834	0.197510967	0	46	30.71428571	21.68497395	470.2380952	0	1	0	0	1	0	0	0	0	35.83333333	24.6	46	160	0	0	0	0	0	0	5	123	1	46	307	349	2	32	36931	0	36931	36931	5025150	0	5025150	5025150	BENIGN
53	5194924	2	2	90	277	51	39	45	8.485281374	222	55	138.5	118.0868325	70.64588433	0.769982391	1731641.333	1909774.937	3864301	179449	5015475	5015475	0	5015475	5015475	4043750	4043750	0	4043750	4043750	0	0	0	0	52	40	0.384991195	0.384991195	39	222	83.6	77.60025773	6021.8	0	0	0	0	0	0	0	0	1	104.5	45	138.5	52	0	0	0	0	0	0	2	90	2	277	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
53	24488	2	2	76	172	38	38	38	0	86	86	86	0	10127.40934	163.345312	8162.666667	14132.09122	24481	3	3	3	0	3	3	4	4	0	4	4	0	0	0	0	40	80	81.67265599	81.67265599	38	86	57.2	26.29068276	691.2	0	0	0	0	0	0	0	0	1	71.5	38	86	40	0	0	0	0	0	0	2	76	2	172	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
443	116159721	23	19	703	6328	318	0	30.56521739	80.821254	1418	0	333.0526316	557.1439544	60.52872665	0.361571116	2833163.927	4478723.867	10000000	6	116000000	5279987.318	5003935.919	10000000	48	111000000	6151226.5	5024899.141	10000000	48	0	0	0	0	744	616	0.19800323	0.163567886	0	1418	163.5116279	399.716231	159773.0653	0	0	0	1	0	0	0	0	0	167.4047619	30.56521739	333.0526316	744	0	0	0	0	0	0	23	703	19	6328	29200	357	4	32	53793.75	60145.8095	244782	36275	9626179	1330548.96	10000000	5401139	BENIGN
80	5506	5	0	0	0	0	0	0	0	0	0	0	0	0	908.1002543	1376.5	2279.711751	4796	220	5506	1376.5	2279.711751	4796	220	0	0	0	0	0	0	0	0	0	160	0	908.1002543	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	160	0	0	0	0	0	0	5	0	0	0	274	-1	0	32	0	0	0	0	0	0	0	0	DoS Hulk
80	87237222	2	0	0	0	0	0	0	0	0	0	0	0	0	0.022925994	87200000	0	87200000	87200000	87200000	87200000	0	87200000	87200000	0	0	0	0	0	0	0	0	0	64	0	0.022925994	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	2	0	0	0	410	-1	0	32	0	0	0	0	87200000	0	87200000	87200000	DoS GoldenEye
53	5737472	4	4	178	372	45	44	44.5	0.577350269	100	86	93	8.082903769	95.86103427	1.394342317	819638.8571	2168042.033	5736296	3	5736681	1912227	3312031.018	5736631	3	5737093	1912364.333	3312306.126	5737086	3	0	0	0	0	128	128	0.697171158	0.697171158	44	100	66.11111111	25.98771077	675.3611111	0	0	0	0	0	0	0	0	1	74.375	44.5	93	128	0	0	0	0	0	0	4	178	4	372	-1	-1	3	32	382	0	382	382	5736296	0	5736296	5736296	BENIGN
80	85128043	8	7	704	11595	352	0	88	162.9443376	4344	0	1656.428571	1549.451931	144.47648	0.176205155	6080574.5	22700000	84800000	1	85000000	12100000	32000000	84800000	1	341421	56903.5	95744.38338	230054	2	0	0	0	0	264	232	0.093976083	0.082229072	0	4344	768.6875	1275.534331	1626987.829	0	0	0	0	1	0	0	0	0	819.9333333	88	1656.428571	264	0	0	0	0	0	0	8	704	7	11595	251	235	2	32	989	0	989	989	84800000	0	84800000	84800000	DoS Hulk
80	3000064	3	0	0	0	0	0	0	0	0	0	0	0	0	0.999978667	1500032	712757.9786	2004028	996036	3000064	1500032	712757.9786	2004028	996036	0	0	0	0	0	0	0	0	0	120	0	0.999978667	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	3	0	0	0	29200	-1	0	40	0	0	0	0	0	0	0	0	DoS slowloris
80	99894669	6	7	361	11595	343	0	60.16666667	138.5906442	4344	0	1656.428571	1760.597234	119.6860665	0.130137075	8324555.75	28800000	99700000	3	99800000	20000000	44600000	99700000	3	99900000	16600000	40700000	99700000	48	0	0	0	0	164	232	0.060063265	0.070073809	0	4344	854.4285714	1459.758237	2130894.11	1	0	0	0	0	0	0	0	1	920.1538462	60.16666667	1656.428571	164	0	0	0	0	0	0	6	361	7	11595	0	235	3	20	13990	0	13990	13990	99700000	0	99700000	99700000	DoS Hulk
53	37864	2	2	64	224	32	32	32	0	112	112	112	0	7606.169449	105.6412423	12621.33333	21854.72842	37857	3	4	4	0	4	4	3	3	0	3	3	0	0	0	0	64	64	52.82062117	52.82062117	32	112	64	43.8178046	1920	0	0	0	0	0	0	0	0	1	80	32	112	64	0	0	0	0	0	0	2	64	2	224	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
80	84797127	7	6	328	11595	322	0	46.85714286	121.3471996	4344	0	1932.5	1754.831473	140.6061788	0.153307081	7066427.25	24400000	84600000	0	84700000	14100000	34600000	84600000	0	148460	29692	59249.65232	135212	47	0	0	0	0	220	200	0.082549967	0.070757114	0	4344	851.6428571	1461.139893	2134929.786	0	0	0	0	1	0	0	0	0	917.1538462	46.85714286	1932.5	220	0	0	0	0	0	0	7	328	6	11595	274	235	2	20	998	0	998	998	84600000	0	84600000	84600000	DoS Hulk
80	101321686	11	5	1062	11595	354	0	96.54545455	165.3531757	8688	0	2319	3633.79705	124.9189635	0.157912887	6754779.067	26000000	101000000	1	101000000	10100000	31800000	101000000	1	638372	159593	210070.9379	442931	105	0	0	0	0	360	168	0.10856511	0.049347777	0	8688	744.5294118	2101.4752	4416198.015	0	0	0	0	1	0	0	0	0	791.0625	96.54545455	2319	360	0	0	0	0	0	0	11	1062	5	11595	251	235	3	32	1017	0	1017	1017	101000000	0	101000000	101000000	DoS Hulk
53	200	2	2	102	224	51	51	51	0	112	112	112	0	1630000	20000	66.66666667	74.76853171	149	3	3	3	0	3	3	48	48	0	48	48	0	0	0	0	64	64	10000	10000	51	112	75.4	33.41107601	1116.3	0	0	0	0	0	0	0	0	1	94.25	51	112	64	0	0	0	0	0	0	2	102	2	224	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
80	3	2	0	12	0	6	6	6	0	0	0	0	0	4000000	666666.6667	3	0	3	3	3	3	0	3	3	0	0	0	0	0	0	0	0	0	40	0	666666.6667	0	6	6	6	0	0	0	0	0	0	1	0	0	0	0	9	6	0	40	0	0	0	0	0	0	2	12	0	0	16425	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
53	146	2	2	66	98	33	33	33	0	49	49	49	0	1123287.671	27397.26027	48.66666667	46.00362305	95	3	3	3	0	3	3	48	48	0	48	48	0	0	0	0	64	64	13698.63014	13698.63014	33	49	39.4	8.76356092	76.8	0	0	0	0	0	0	0	0	1	49.25	33	49	64	0	0	0	0	0	0	2	66	2	98	-1	-1	1	32	0	0	0	0	0	0	0	0	BENIGN
53	222	2	2	84	246	42	42	42	0	123	123	123	0	1486486.486	18018.01802	74	86	170	4	4	4	0	4	4	48	48	0	48	48	0	0	0	0	40	40	9009.009009	9009.009009	42	123	74.4	44.36552716	1968.3	0	0	0	0	0	0	0	0	1	93	42	123	40	0	0	0	0	0	0	2	84	2	246	-1	-1	1	20	0	0	0	0	0	0	0	0	BENIGN
53	24449	1	1	49	114	49	49	49	0	114	114	114	0	6666.939343	81.80293673	24449	0	24449	24449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	40.90146836	40.90146836	49	114	70.66666667	37.5277675	1408.333333	0	0	0	0	0	0	0	0	1	106	49	114	32	0	0	0	0	0	0	1	49	1	114	-1	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
80	27683375	37	83	3501	106182	613	0	94.62162162	188.4259877	2920	0	1279.301205	551.4198908	3962.053037	4.334731585	232633.4034	1333445.43	10000000	13	27700000	768982.6389	2363425.241	10000000	54	26700000	326132.7317	1600202.712	10000000	49	0	0	0	0	760	1672	1.336542239	2.998189346	0	2920	906.4710744	724.3212924	524641.3346	0	0	0	1	0	0	0	0	2	914.025	94.62162162	1279.301205	760	0	0	0	0	0	0	37	3501	83	106182	29200	36	36	20	1269147.5	1773669.173	2523321	14974	10000000	16675.69922	10000000	10000000	BENIGN
80	5177272	3	1	12	0	6	0	4	3.464101615	0	0	0	0	2.317822977	0.772607659	1725757.333	2967962.813	5152837	94	5177272	2588636	3626327.831	5152837	24435	0	0	0	0	0	0	0	0	0	72	32	0.579455744	0.193151915	0	6	2.4	3.286335345	10.8	0	0	0	1	0	0	0	0	0	3	4	0	72	0	0	0	0	0	0	3	12	1	0	8192	29200	2	20	0	0	0	0	0	0	0	0	BENIGN
